id,path
267,57 59 60 26 44
2464,19 20 68 78
3286,27 28 16 26 44
6447,43 53 55 23 7 47 49 15 16 26 24 24
6997,87 89 31 32 30 12 46
7165,43 23 23 51 25 26
259,57 59 60 26 24
4247,41 43 23 41 42 24
6439,61 23 61 25 15 16
4071,43 23 23 23 23 51 25 26 16
1232,67 83 84 68
7453,61 23 61 41 43 25 26
4471,43 23 43 23 23 24 24 24
1505,15 25 25 25 25 25 15 16 26 24 44
1990,25 15 17 29 30 12
7266,57 59 60 26 16
7575,61 23 61 23 41 42 24 24
2034,25 15 17 29 30 18
5428,29 31 33 35 36 102
1080,85 86
7682,23 23 23 25 15 16 26 44
5770,29 31 33 35 36 98
4589,25 25 15 73 25 15 25 15 16
5210,27 28 16 26 132
1122,23 23 23 25 15 16 26 52
2407,25 15 16 26 24 56
5581,23 43 23 23 25 25 15 16
2197,25 15 16 26 24 62
5141,23 75 55 23 23 25 15 16 26
1576,41 43 23 41 43 44
460,23 23 23 25 15 16 26 24
5897,1 45 11 12 28
1490,13 91 93 95 97 11 29 30 12
7477,53 81 55 23 23 24
5604,15 73 25 15 27 29 30
881,25 15 25 15 25 15 16 26 24 24 24 24
1494,95 97 11 29 30 12 98
5311,61 7 47 49 15 16 26 16
4389,67 83 31 32 30 12 10
6449,43 23 41 43 7 47 49 15 16 26
358,9 29 30 10 8
1217,23 51 25 26
3498,53 55 23 25 25 15 16 50 48
1442,25 25 59 25 26 60 58
6051,61 7 47 49 15 16 26 24
7596,43 23 23 23 61 23 24 24 24
3766,23 23 41 43 23 23 25 26
2829,61 25 15 27 11 29 30 12 46
3685,23 23 61 23 23 25 26
920,53 55 23 23 25 15 25 15 16 26 24
3126,39 111 113 93 95 96
4866,89 97 98
6526,79 55 56 54 24 24 24 24 24
3523,15 25 15 25 15 16 50 48 68 78
3533,53 55 23 53 55 23 7 9 10
1291,87 88
6506,43 23 25 15 27 11 125 126 12
942,9 29 30 10 38
307,43 23 25 15 16 26 24 24
540,23 61 23 7 47 49 50
4315,25 15 16 26 16 26 24 24
2755,43 7 47 49 15 16 26 24 62
3326,67 47 48 8 24 24 24
4721,103 13 27 28 16 50 48 68
3805,51 52 24 44 42
7749,103 13 27 28 16 50 48 38
2943,95 97 11 29 30 12 46
1799,43 23 53 55 23 41 42 24 24
5128,51 52 24 44 24
7910,37 9 29 30
879,23 53 55 23 23 25 15 16 26 24 24 24
3894,15 25 15 25 15 25 15 16 26 24 24
4930,57 59 60 26 24 24 24 24 24 24
4723,53 55 23 23 25 15 11 29 30 12
2731,95 97 11 29 30 12 32
328,23 61 23 61 62
1495,95 97 11 29 30 12 28
1852,15 27 105 11 29 30 12 106 90
3679,15 27 29 31 33 35 36
7536,43 23 53 55 23 25 59 25 26 60 58
1692,95 97 11 29 30 12 18
7107,61 117 45 46
4487,25 15 16 26 16 26 24 62
4956,23 25 59 25 26 60 58
4922,53 55 23 41 53 55 23 53 54
1739,89 90
203,41 43 23 25 15 16
6297,61 7 47 49 15 16 26 44
7442,51 25 15 27 11 29 30 12
155,23 25 15 25 26
5164,15 25 26 16 26 24 24 24 24
6904,61 7 47 49 15 16 26 52
3097,55 56 54 42 62 68
3844,23 23 61 23 23 24 62
7102,43 39 75 55 23 41 42
5570,41 43 23 23 7 47 49 15 16 26
7865,15 25 25 15 16 26 44 42
2761,51 52 44 42
5017,125 126 12 10 38
6753,101 102 126 12
3611,43 23 25 15 25 15 16 50 48 68
7665,75 55 23 7 9 29 30 12 10
6590,53 55 23 25 15 73 25 15 16 26 24
3613,43 25 15 73 25 26 72
4430,15 25 25 15 16 26 52 24
4953,53 55 23 41 53 55 23 43 44
1833,15 27 11 29 30 12 28 68
569,51 25 26 16 50 48
1385,91 92
4998,53 127 99 101 102 126 12
7543,7 9 11 29 31 11 29 30 12
1599,53 81 82 30 16 26 44
5711,15 73 25 25 15 16 50 48 8
5079,43 23 25 15 25 15 16 50 48 38
6966,61 43 25 15 16 26 24 24 44
1327,51 25 15 16 50 48
1381,15 27 11 29 30 12 28 38
1049,7 9 29 30 10 68 78
7703,61 23 61 7 47 49 15 16 26
5135,75 55 23 7 9 11 29 30 12 18
5975,23 61 23 25 15 16 26 24 24 24
6556,15 25 26 16 26 24 24 24 24 24
1050,9 29 30 10 68
2908,23 43 23 25 25 15 16
3441,75 55 23 7 9 11 29 30 12 16
7594,43 7 47 49 15 16 26 24 44
6074,49 15 25 26 74
785,9 29 30 12 10
2891,23 24 56 54 24 24 24
7235,15 25 25 25 15 16 26 24 44
3563,15 15 27 11 29 30
2122,15 73 25 15 17 11 29 30
67,9 29 30 12 18
7663,75 55 23 7 9 29 30 10 8
4779,11 12 10 38 68 78
4826,15 17 11 29 31 11 29 30 12
5831,17 18 14 20 38
4861,75 55 23 7 9 11 29 30 12 28
723,9 29 30 12 28
3839,77 67 77 67 77 67 47 48 8
1713,9 29 30 12 32
6744,41 53 55 23 23 43 23 25 26
4750,77 67 77 67 77 67 19 20
4920,53 55 23 41 53 55 23 41 42
4472,23 23 41 42 24 56
1886,73 74 2
1394,93 94
2178,9 29 30 12 46
2808,9 29 30 10 108
4718,43 25 15 73 25 26 74
2639,53 55 23 41 43 23 25 26
622,73 74 16
6789,43 23 43 23 23 23 61 62
5459,43 23 69 70 24
1533,43 7 47 49 15 16 26 24 24
6337,75 55 23 7 9 11 29 30 12 10
1004,29 30 10 8 64
3021,15 71 25 15 16 50 48 8
7103,43 39 75 55 23 41 42 24
4126,23 23 41 42 24 24
657,25 15 73 25 15 27 11 29 30
6726,15 15 16 50 48
1871,23 61 23 51 52
1987,9 29 30 18 14
1183,75 76 24 44
7397,37 23 23 25 26
2433,77 79 55 56 82 54 42
3632,75 76 24 24
2186,23 39 40
1618,25 15 73 25 15 71 25 15 16 26 24
6367,9 11 29 30 12 106 90
7098,29 81 55 23 43 23 23 43 44
3058,95 96
6674,101 102 128 54
6043,61 23 61 23 23 23 25 15 16 26 24
1701,23 25 15 17 29 30
5957,43 25 15 15 16 26 24
111,7 8 24
4265,61 23 25 25 15 16 26
4002,43 23 7 47 49 15 16 50 48 108 8
4737,29 81 55 23 43 23 7 9 10
2462,77 67 19 21 13 27 28 16
107,7 8 40
8,7 9 10
1303,7 8 44
2073,25 15 27 11 29 31 93 95 96
7399,23 75 55 23 23 23 25 26
4840,9 11 29 31 11 29 30 12 18
480,23 25 15 16 26
1079,27 28 16 26 24
7268,53 55 23 25 15 73 25 59 60 26
5299,15 73 25 25 15 16
5094,53 55 23 61 23 23 25 26
182,23 41 42
7544,23 25 15 16 32
3285,27 28 16 26 16
4352,25 15 71 25 15 27 11 29 30
5376,9 11 29 31 11 29 30 12 32
2855,7 8 62
1401,97 98
4832,53 55 23 25 15 73 25 15 16 26 44
5814,73 74 136
2477,43 51 25 26 26 24
7868,23 23 53 55 23 43 23 24
7740,23 23 61 23 61 23 23 25 26
7799,15 25 25 25 15 25 15 16 26 24 24
7034,37 91 92 14 22 20 38
341,43 23 41 43 23 23 25 15 16 26 24 24
7087,117 121 45 33 34 32
2494,23 23 7 9 11 29 30 12 10
2631,43 51 25 26 26 44
1951,25 59 25 26 60 58 24
5943,41 43 23 23 24 24
1389,19 21 13 91 92 86
3026,43 43 23 7 47 49 50
531,25 15 16 26 44 44
7893,23 23 43 23 23 25 59 25 26
2983,91 95 96 94 114
3145,53 55 23 61 62
4671,43 25 15 27 105 11 29 30 12
2223,41 43 23 23 24 44
256,23 43 44
2344,95 96 92 68 78
6996,109 77 67 9 10
3929,25 25 26 16 26 24 24 24
1189,43 44 62 24
7254,43 23 23 23 7 9 11 29 30 12 10
4925,23 41 42 24 62 24 24
4955,23 53 55 23 23 25 15 16 50 48
686,41 43 23 23 25 26
1418,99 100
3655,43 23 65 25 26 16 26 24
3201,13 27 28 16 50 48 8 64
1676,25 15 16 26 44 24
4174,23 41 43 25 25 15 16
6307,29 30 10 68 78
1508,25 26 24 24 44
6950,111 113 95 96 114
5690,43 23 53 55 23 129 131 25 26 16
4021,23 41 69 25 26 16 26 24 24
4436,43 23 25 15 25 25 59 60 26
4662,45 47 48 68 78
221,25 15 16 26 44 42
7303,43 41 43 23 43 23 25 26
6211,25 26 24 24 56
6134,39 7 9 29 30 12
7096,43 23 23 25 15 27 11 29 30 28
3266,91 95 96 94 92
356,39 7 9 29 30 10
2682,25 26 24 24 62
5073,61 23 25 15 25 26
5573,55 56 82 54 24
6015,53 54 42 24 56 76
6194,91 95 96 94 46
2739,39 7 47 49 15 16 50 48
5016,103 21 13 17 18 16 26 24 24
6030,43 43 23 25 15 16 50 48
6170,53 54 42 24 56 80
6774,25 15 27 11 125 126 12 46
4351,15 73 25 26 72 16 26 24 24
1479,91 92 14 20
7132,43 23 65 25 26 16 26 44
3647,43 23 25 59 60 50 48 68
5339,23 45 46
5506,43 23 25 25 25 25 25 15 16
6217,91 95 96 92 68
3860,41 43 23 23 23 24
5423,25 15 27 11 125 126 12 10
1419,101 102
3870,23 43 23 23 25 25 15 16 26 24
7876,51 52 44 42 24
4752,15 25 15 73 25 15 16
5295,25 25 15 25 25 15 16 26
1213,23 25 15 25 25 59 60 26
4828,53 54 42 24 56 54
1826,41 43 23 25 25 15 16 50 48 68
4219,23 39 75 55 23 7 47 49 50
2486,55 56 82 54 42
1766,67 68 78 68 78
5439,43 23 129 131 25 26 16 26
6199,19 21 13 91 95 96
1714,25 15 17 29 31 11 29 30 12
7297,43 7 47 49 15 16 26 24 24 24
627,23 25 15 16 26 16
3580,15 17 29 30 12 28 68 78
7260,91 95 96 92 90
3568,23 24 56 54 42 24 24 24
4991,25 15 27 11 125 126 12 28
4623,49 15 16 50 48 46
1775,77 67 19 21 13 17 18 16
5781,39 75 55 23 25 15 25 26 74
6191,91 95 96 92 38
910,49 15 16 50 48 38
2474,51 25 26 16 50 48 108
3276,75 55 23 43 23 7 47 49 50
5078,43 23 43 23 23 25 15 16 26 24
2048,15 17 29 30 18 14 22 20
4256,43 23 41 43 23 23 51 52
3828,43 23 23 51 25 26 26 24 24
4572,43 23 25 59 60 50 48 8
6968,25 15 16 26 24 24 44 42
6124,43 7 47 49 15 16 26 24 24 44
3428,25 26 52 24 62 24 24
1107,29 30 12 10 38
1560,103 104
1377,75 55 23 25 26
806,43 23 25 15 73 25 26 72
7724,23 43 23 25 25 25 25 15 16
1522,43 23 25 15 73 25 26 74
4215,15 25 25 25 15 16 26 24 24
7709,43 23 43 23 23 25 15 16 26 44
1030,49 15 16 50 48 68
6423,9 29 31 29 30
2347,91 95 96 92 14
5540,41 43 25 25 15 16 26 24
5882,39 75 55 23 7 47 49 15 16 26 24 24
6615,19 21 13 91 92 2
5710,15 73 25 25 15 16 50 48
1310,29 30 12 10 68
5267,23 53 55 23 53 55 23 43 44
4946,15 25 25 15 16 26 52 24 24
7073,43 43 23 43 23 25 26
2081,29 31 93 95 97 33 35 36
5041,23 41 53 55 23 41 53 54
7555,11 12 98 90
2230,43 41 43 23 7 47 49 50
3753,63 19 21 22 20
7460,53 54 24 24 24 24 24 62 24
4731,51 25 26 16 50 48 46
6241,25 15 25 25 15 25 15 16
2409,51 25 26 16 50 48 38
4225,23 25 15 25 25 15 16
589,15 25 59 60 50 48 8
5816,135 73 74 16
296,49 15 16 50 48 8
2935,43 53 55 23 43 23 25 26
6256,41 42 24 62 24 62 24
5702,43 23 23 23 25 25 15 16 26
648,29 30 12 10 8
1405,11 12 98 96
1167,51 25 26 16 50 48 68
4230,61 23 43 23 25 25 15 16 26
1644,25 26 52 24 62 24 62
1669,75 55 23 43 23 43 23 25 26
1796,41 42 24 56 54
2224,41 42 24 56 76
4131,23 23 25 25 26 16
2262,41 42 24 56 80
1624,19 13 27 28 16 50 48 38
3595,67 23 41 53 54
4360,23 24 44 24 24 24 24 24
3491,123 79 55 56 54 24 24
5456,43 23 41 53 55 23 41 53 54
6551,27 28 86 2
5445,43 23 23 43 23 25 25 15 16
143,23 51 52
3990,25 25 26 26 24 24 24
6436,15 73 25 15 25 25 15 16
6763,15 16 26 44 24 24
597,15 25 59 25 26 60 58
4909,41 53 55 23 53 55 23 43 44
2144,107 108
7396,23 23 25 15 11 29 30
1782,19 13 27 28 16 50 48 68
1097,23 24 62 24 24 24 24
4295,15 25 15 16 50 48 108 8
7567,43 23 23 23 25 15 16 26 24 24 44
5733,53 55 23 61 23 23 24
4197,23 25 25 25 15 27 11 29 30
214,25 15 16 26 52 24
713,13 27 28 16 26 24 24 56
570,51 25 26 16 50 48 8
2484,25 15 16 26 52 44
7835,41 43 51 25 26 26 24
5550,13 27 28 16 26 24 24 62
68,9 29 30 12 18 14
2165,43 53 55 23 7 47 49 50
6111,25 59 25 26 60 58 24 24 24 24
5296,15 25 25 15 16 26 66 68
962,43 23 23 23 25 15 16 26 24 24 24
4139,23 23 69 25 26 16
5448,25 25 25 25 15 16 26 132
4376,23 53 55 23 23 25 15 16 26 24 24
636,43 23 25 15 73 25 15 16
5315,43 25 25 15 16 50 48
2000,19 13 27 11 29 30 10
848,23 53 54
5133,43 7 9 11 29 30 12 10
5126,23 61 61 23 23 25 26
3430,7 9 11 29 30 12 28 68
7889,25 15 25 25 15 25 26 74
1226,23 23 25 15 27 11 29 30
2285,109 110
1000,43 23 23 25 15 16 50 48
5022,15 17 11 125 101 102
689,25 26 16 26 24 24
4815,53 55 23 39 40 24 56
1481,19 13 91 93 95 96
4899,25 15 71 25 15 25 26 74
1320,89 31 32 30 12
1416,95 97 11 29 30
5880,43 41 43 23 23 25 15 16 26 24
1945,57 58 24
5109,23 24 24 62 24 62 24 44
6113,7 9 11 29 30 12 28 38
2541,25 26 16 26 24 44
7294,15 27 11 29 30 10 8
5472,75 76 40 62
6076,25 26 16 26 24 56
6347,15 17 29 30 28 14
5803,15 27 11 29 31 29 31 35 36
7473,23 39 75 55 23 43 44
7931,43 23 23 61 23 23 61 43 44
4510,75 76 40 40
5945,23 41 53 55 23 43 23 51 52
6761,41 43 7 47 49 15 16 50 48 68
3892,25 26 16 26 24 62
7101,75 76 40 44
7512,15 25 15 16 26 44 42 44
1104,41 42 24 62 24
1848,53 55 23 25 25 15 16 26
2745,23 41 43 7 47 49 15 16 26
2964,111 112
1927,75 76 40 24
7181,41 42 62 24 62 24 24
7206,9 29 30 12 10 108
5409,53 55 23 129 131 25 26 16 50 48 38
1805,25 25 15 16 26 52 44
2737,39 7 47 49 50
4190,15 25 15 16 26 44 42 24
1571,77 67 31 32 30
3100,23 41 53 55 23 25 15 16
3587,25 15 25 25 25 15 25 15 16 26
3895,69 25 26 16 50 48
4870,77 67 97 98 96
5302,25 15 16 26 16 50 48 38
1745,11 12 106 90
6254,23 41 42 24 62 24 62
6021,107 47 49 15 16 26 24
2854,13 27 28 16 26 24 24 44
7454,61 23 61 41 42 62
1916,15 27 11 29 30 12 10
3942,31 32 30 12 28 38
7734,23 61 23 24 24 24 24
2225,23 39 75 55 23 41 42
6144,79 55 23 23 25 26
1668,75 55 23 43 23 43 44
2205,13 27 28 16 26 24 24 24
3772,63 19 21 13 14
4025,25 15 16 26 16 50 48 68
1216,25 26 24 24 24
1946,23 57 58
6824,43 23 43 23 7 107 108
4677,77 67 31 32 68
1325,25 25 15 16 26 52 24
6943,37 23 41 43 44
2827,15 16 26 44 24 44
6703,43 23 25 15 15 16 26 24 24
3691,31 32 30 12 28 68
1587,15 27 11 29 30 12 32
6811,77 67 97 98 96 92 68
565,61 23 23 7 47 49 15 16 26
1095,61 62 24 24 24 24 44
5161,107 47 49 15 16 26 52
5644,25 25 25 25 15 16 26 24
5336,123 79 55 56 54 24 56
1246,85 27 28 16 26
2555,13 91 95 97 11 29 30 12
3181,107 108 8 24
4195,25 25 25 25 15 16 26 52
6804,53 55 23 23 23 25 15 16 26 24 24
4287,23 23 25 25 26 26
84,15 27 11 29 30 12 28
6897,9 29 30 12 10 68
3287,15 16 26 44 24 62
7452,61 23 61 41 43 44
5203,53 55 23 129 131 25 26 16
4673,43 25 15 27 105 11 29 30 12 46
5480,15 27 11 29 30 12 16
1109,15 27 11 29 30 12 18
6293,23 75 55 23 111 113 93 95 96 94
7474,23 39 75 55 23 43 23 41 42
1640,29 81 55 23 7 9 11 29 30 12 10
4421,43 23 41 43 23 25 15 16 50 48 38
6790,23 41 53 55 23 41 43 44
3438,75 55 23 7 47 49 15 16 50 48 108
2763,41 43 51 25 26 16
3028,29 81 55 23 7 9 11 29 30 12 18
2956,41 43 7 47 49 15 16 50 48
7137,25 15 16 26 62 24
7562,41 43 23 7 9 10
7416,41 53 55 23 61 23 24
4687,61 62 24 24 24 56 54
1724,23 25 25 15 16 50 48
1201,37 27 28 14
3416,43 23 25 15 11 29 30
370,15 27 11 29 30 12 46
3677,15 27 29 30
2553,15 25 15 25 15 16 50 48 8
7499,27 11 29 30 12 106 90
5667,53 55 23 129 133 131 25 26 16 50 48
1268,29 81 55 23 7 9 11 29 30 12 46
6797,43 23 23 23 43 23 25 15 16 26
5332,15 27 11 29 30 12 102
4837,23 24 44 24 24 24 24 24 24
4949,3 35 36 34 102
6544,51 25 26 16 26 24 24 44
561,23 69 25 26
5963,43 51 25 26 60 58
3505,29 30 12 16 26 24
4868,89 97 98 68 78
2080,3 35 36 34 98
1690,15 27 11 29 30 12 98
4807,29 81 55 23 7 9 11 29 30 12 28
614,71 72 16 26 52
3558,15 25 15 15 16
2823,15 25 15 25 15 16 50 48 38
4336,23 61 23 23 61 23 43 44
4804,15 71 25 15 27 105 11 29 30 12
4083,41 43 51 25 26 26
6770,51 25 26 16 26 24 24 56
7528,71 72 16 26 44
5613,43 25 25 15 16 26 44
6582,15 25 15 15 16 26 24
5342,61 43 23 41 43 23 25 26
3607,43 23 25 15 27 105 11 29 30 12
2576,43 41 43 23 23 25 59 60 26 24 44
6382,61 23 61 25 15 16 26 24
7550,29 31 15 16 26 24 24 56
7690,15 25 15 16 26 24 62 24 24 24 24
1955,43 41 43 23 41 43 23 25 26
5003,23 41 53 55 23 41 42 24
5541,43 25 25 15 16 26 24
6849,15 25 15 15 16 26 44
317,23 61 62
7624,15 17 29 30 12 46
780,51 25 26 16 26 24 24 24
304,15 25 15 16 26
6390,43 23 25 15 71 25 15 16 50 48
6844,25 15 25 15 15 16 16
4863,3 35 36 34 46
3312,117 118
1666,75 55 23 43 44
3853,23 23 7 107 108
2769,43 23 41 43 23 25 15 16 50 48 68
1992,15 17 29 30 12 28
1733,3 35 36 34 32
2169,43 53 55 23 7 47 49 15 16 26
6920,43 43 25 59 60 26
2999,39 75 55 23 25 15 25 15 16
6204,15 25 15 16 50
2490,43 25 25 15 16 26 52
1477,13 91 93 95 96
3342,23 117 121 122
4284,23 7 107 47 69 70 24
7199,43 23 7 9 29 30 16 26 44
4397,117 121 45 46
5567,53 55 23 23 25 25 15 16 26 24
4342,51 25 15 25 15 16
4584,43 23 75 55 23 23 25 15 16 26
7870,23 41 43 23 23 25 15 16 50 48 38
4111,23 23 25 25 26 26 24
6376,61 53 55 23 7 9 11 29 30 12
5840,41 53 55 23 25 25 15 16 50 48 38
5650,23 24 24 62 24 62 24 24
6777,15 25 15 17 11 29 30 12 46
2859,61 7 47 49 50
5752,53 55 23 23 25 25 15 16 26 44
436,23 23 61 23 24
4460,53 55 23 23 25 25 15 16 26 52
6927,15 25 25 25 25 15 16 26 24 44
3336,119 120
897,75 55 23 7 47 49 50
3408,75 55 23 41 42
79,19 13 27 11 29 30 12
4055,23 23 23 25 25 25 15 16 26 24 24
3156,53 115 23 25 26
4372,3 35 36 32 30
7404,63 19 13 17 18 16
3525,75 55 23 7 47 49 15 16 50 48 8
6828,15 25 15 17 11 29 30 12 18
4470,15 25 25 25 25 25 25 15 16
7635,41 43 23 23 23 43 44
2037,15 17 29 30 18 14
4627,15 25 15 17 11 29 30 12 28
2623,43 23 41 53 55 23 25 15 16
3811,43 25 15 27 11 29 30 28
6980,15 17 11 29 30 12 106 90 88
7831,15 25 15 17 11 29 30 12 10
3740,75 55 23 7 47 49 15 16 50 48 38
2882,73 25 15 16 50 48
4570,23 43 23 25 59 60 50 48
2735,37 47 48 8 40
4383,23 25 15 25 25 25 15 16 50 48 68
733,15 25 15 27 11 29 31 29 30 12
2231,71 72 16 26 24
6147,41 53 55 23 61 25 26
2636,53 55 23 25 15 27 11 29 30 12 46
3867,23 61 23 51 25 26 26 24
5892,15 25 15 73 25 26 74
2367,23 23 61 25 26
805,71 72 16 26 16
3522,15 25 15 25 15 16 50 48 68
3524,37 47 48 8 44
2111,53 55 23 23 23 43 44
4476,41 43 23 23 43 44
5222,75 55 23 7 47 49 15 16 50 48 68
5325,41 43 23 51 25 26 26
3105,111 113 93 95 97 33 35 36
7095,43 23 23 7 9 11 29 30 12 46
3569,41 43 23 51 25 26 16
4606,61 43 23 25 26
6137,15 25 15 27 11 29 31 29 30 32
5991,41 53 55 23 129 133 131 25 26 16
1853,25 25 15 27 105 11 29 30
4981,9 11 125 126 12
6507,9 11 125 126 18
1345,43 25 15 27 11 29 30 12
5114,23 24 62 24 24 24 62
5909,29 81 55 23 43 23 25 15 16 50 48 38
808,25 15 73 25 26 72 16
5446,43 23 23 25 25 25 25 15 16 26
6614,1 85 91 93 95 96
7754,43 23 23 69 25 26 16 26 24 24
4758,29 31 11 29 31 35 36
4399,117 121 45 11 12 10 68
3999,61 23 25 15 16 26
4299,25 15 16 26 70 24
5098,53 55 23 61 23 23 25 15 16 26
6840,61 23 25 15 16 16
896,37 47 48 8 24
180,55 23 7 47 49 50
3354,123 124
7194,49 15 16 16 50 48
2781,43 23 65 25 26 16 50 48
3180,107 108 8
855,25 15 16 26 24 24 24 24
4670,25 15 27 11 29 30 12 106 90
6585,9 11 29 30 12 16 50 48 68
5708,25 15 73 25 25 15 16 50 48
2615,25 15 16 26 24 24 24 44
4062,23 23 23 69 70 24
5137,61 23 61 23 51 25 26 26 24
2665,43 23 39 40 24
4427,67 61 23 51 52
7730,23 23 25 15 16 26 24 24 62 24
6022,25 15 16 26 24 24 24 62
3439,49 15 16 50 48 108
2610,15 25 15 16 26 24 24 24 24 24 24
3915,61 23 61 23 51 52
5686,53 55 23 39 39 40 40
3656,25 15 16 26 66 68
4553,43 23 25 15 25 25 15 16 26 24
7008,77 67 87 89 90 88
7778,15 73 25 15 17 11 29 30 12 46
544,23 69 70
5264,23 23 23 23 7 47 49 15 16 26 24
6505,15 11 125 126 12 28
5263,23 23 23 23 7 47 49 50
6470,107 108 64
5722,53 55 23 23 24 24 56
3841,25 25 15 16 26 70 48
3480,43 23 41 43 23 41 43 44
4997,53 127 99 101 102 126
5681,25 15 16 26 66 38
3567,55 56 54 42 24 24 24
6286,67 113 114 112 24
572,15 25 15 25 26
184,41 42 24
4069,23 23 23 25 15 16 50 48 8
4087,23 23 23 41 43 23 23 25 26
5777,25 25 25 15 16 26 24 24 24
1018,77 67 47 48 8
4976,53 127 99 100 128 54
2548,23 43 23 23 23 25 15 16 26
1510,41 42 44
1474,7 9 11 29 30 12 10 68
36,23 25 15 16 26 24
1754,75 55 23 43 23 25 26
6089,53 55 23 23 25 15 25 15 16 50 48
3920,61 23 25 15 25 15 16 26
603,23 25 15 16 26 52
5359,25 15 11 29 30 16
1507,43 23 41 43 23 25 15 16
1708,43 23 23 23 51 25 26 16 50 48
679,23 25 15 16 26 44
5040,43 23 41 53 55 23 41 42 24
7060,25 15 17 137 11 125 126 12
904,41 42 62
7538,53 55 23 25 59 25 26 60 58 24
2581,43 23 23 41 43 23 25 15 16
7465,39 7 9 11 29 30
3303,25 15 11 29 30 12
4965,25 59 25 15 27 11 125 101 102
2003,9 29 30 12 28 68
4692,15 73 25 15 17 11 29 30 12 28
123,41 43 44
7810,29 30 12 16 26 24 24
1223,7 9 11 29 30 12 10 38
5526,53 55 23 41 43 23 25 15 16 50 48 68
7511,15 73 25 15 27 105 11 29 30
4512,41 43 43 23 7 47 49 50
5066,31 32 30 12 10 38
1055,9 11 29 30 10 68 78
568,23 23 51 25 26 16 50 48
3296,11 12 16 50 48
5067,37 23 24 24 62
7825,15 73 25 15 11 29 30 12 46
2182,29 81 55 23 7 9 11 29 30 10 8
4531,23 41 42 24 24 24 24 24
2768,77 67 47 49 50
663,43 23 23 25 15 27 11 29 30 12
3135,15 27 11 29 30 28 14
3938,23 39 75 55 23 25 26
7398,37 23 24 24 56
1741,13 14 22 20 68 78
2314,47 49 15 16 50 48
1919,31 32 30 12 10 68
6266,63 7 8 24 56 80
6366,15 73 25 15 11 29 30 12 18
4889,29 31 11 29 30 12 106 90
698,25 15 16 26 70 48
5195,129 130
5440,23 25 15 16 26 132
7653,15 25 15 16 26 44 24 24
7298,15 73 25 15 11 29 30 12 10
1985,67 19 13 27 28
7761,15 27 11 29 30 28 38
290,43 25 15 25 25 15 16
3924,23 43 23 7 107 47 49 50
4097,23 25 25 15 25 15 16 26 24
1740,77 67 19 21 22 20 38
7202,43 25 15 29 30 12
2560,43 53 55 23 23 24
4199,15 25 25 15 27 11 29 30
2232,25 15 25 26 72
625,25 15 25 26 74
2150,9 11 29 30 12 10 108
2317,23 23 43 23 25 15 16 26
2270,23 75 76
915,41 53 55 23 23 25 15 16
1173,61 23 23 7 47 49 15 16 26 24 24
7391,61 23 61 41 42
39,25 15 16
5192,43 25 25 26 26 24
6597,19 13 91 92 86 2
1647,65 25 26 16 26
5902,131 132
78,27 11 29 30 12 28
2629,77 67 19 21 22 20 68
1406,9 11 29 30 12 10 68
1464,99 101 11 29 30 12
1376,25 26 24 56 76
2666,61 23 24 62 24 24
2535,25 26 24 56 80
1496,85 27 11 29 30 12
3601,27 11 29 30 12 46
5100,61 23 24 62 24 44
5919,23 43 23 43 23 23 25 26
4428,61 23 51 25 26 16 50 48
728,9 11 29 30 12 10 38
4104,15 27 11 29 30 32 30
1245,23 41 43 23 25 15 16 26 24
2327,29 31 11 29 31 33 35 36
4043,49 15 16 50 48 68 78 38
5747,43 23 25 15 25 25 15 16 50 48
4446,15 25 25 25 59 25 26 60 58
2747,25 25 15 25 15 16 50 48
7172,23 23 61 69 70
2029,9 11 29 30 12 10 64
471,61 23 61 23 23 25 15 16 26
652,9 11 29 30 12 10 8
7272,25 59 25 26 58
3662,49 15 16 50 48 68 78 68
6272,41 53 55 23 111 113 93 95 96
2633,43 25 25 26 26 44
2746,43 25 25 15 25 15 16 50 48
6671,67 101 102 128
3290,15 73 25 15 25 26 26 24
6750,67 101 102 126
1855,15 27 105 11 29 31 33 35 36
4556,43 23 23 23 24 24 24 24
5760,41 43 23 23 25 25 26
6116,23 43 23 43 23 23 23 24
2172,41 53 81 82 30 12 46
2117,23 41 43 23 25 15 16 26 44
4709,53 55 23 23 25 15 16 26 24 24 56
5181,17 18 16 26 24
7751,43 23 43 23 25 25 15 16 50 48 68
101,25 15 27 11 29 31 33 35 36
7933,61 23 23 61 43 23 23 23 24
1017,77 67 9 10
5968,25 15 59 25 15 16
1239,53 55 23 25 26
4617,45 47 48 38 68
3187,23 23 7 47 49 15 16 50 48 108 8
2055,19 13 91 93 95 96 94
1539,23 61 23 23 51 25 26 16
7784,49 15 16 50 48 68 78 110
7857,23 61 23 23 7 47 49 15 16 26 24
7693,1 3 35 36 98
1252,25 25 15 16
3029,23 61 23 23 51 25 26 26
5596,43 23 25 25 25 15 25 15 16 26 24 24
1164,15 16 50 48 68 78
880,53 55 23 23 25 15 16 26 24 24 24
5813,135 136
5898,29 30 12 46 2
6670,67 77 67 77 67 31 32 30
350,61 23 7 47 49 15 16 26
2758,25 26 24 62 24
5640,23 25 15 25 25 25 15 16
6662,67 47 49 15 16 50 48
7643,151 155 156 154
2046,21 22 20 38 68
3442,9 11 29 30 12 16 26
4325,61 23 43 23 25 15 16 26 24 24
1452,43 23 23 25 25 15 16 26
5952,47 69 70 24 62
3831,43 23 51 25 26 26 24 62
